Type	LineID	dvariant_NB
NaN	NaN1496	35
NaN	NaN2149	59
NaN	NaN109	78
NaN	NaN1682	10
NaN	NaN1639	89
NaN	NaN1744	23
NaN	NaN2113	30
NaN	NaN0657	83
NaN	NaN1834	44
NaN	NaN1661	17
NaN	NaN287	26
NaN	NaN1947	61
NaN	NaN2140	41
NaN	NaN1384	28
NaN	NaN119	19
NaN	NaN1978	29
NaN	NaN0037	14
NaN	NaN1586	28
NaN	NaN0003	34
NaN	NaN2013	43
NaN	NaN1435	40
NaN	NaN2298	24
NaN	NaN2286	70
NaN	NaN1601	21
NaN	NaN1598	52
NaN	NaN1115	38
NaN	NaN2049	62
NaN	NaN1911	58
NaN	NAN353	31
NaN	NaN0554	73
NaN	NaN1050	48
NaN	NaN0622	19
NaN	NaN1885	2
NaN	NaN0558	11
NaN	NaN0966	46
NaN	NaN1335	26
NaN	NaN1777	95
NaN	NaN1202	28
NaN	NaN0762	47
NaN	NaN380	23
NaN	NaN0781	27
NaN	NaN1594	39
NaN	NaN1388	35
NaN	NaN1721	30
NaN	NaN87	37
NaN	NaN1281	41
NaN	NaN2307	12
NaN	NaN0616	57
NaN	NaN1697	24
NaN	NaN1396	17
NaN	NaN1838	31
NaN	NaN2333	44
NaN	NaN0825	80
NaN	NaN1484	9
NaN	NaN1748	37
NaN	NaN0906	32
NaN	NaN1121	41
NaN	NaN81	45
NaN	NaN0938	1
NaN	NaN232	54
NaN	NaN50	47
NaN	NaN0799	41
NaN	NaN1148	27
NaN	NaN1683	16
NaN	NaN255	42
NaN	NaN2112	81
NaN	NaN224	34
NaN	NaN1925	30
NaN	NaN154	43
NaN	NaN125	57
NaN	NaN2158	28
NaN	NaN1806	40
NaN	NaN423	31
NaN	NaN0623	5
NaN	NaN51	19
NaN	NaN1290	20
NaN	NaN80	33
NaN	NaN1177	59
NaN	NaN0985	30
NaN	NaN0679	95
NaN	NaN0874	60
NaN	NaN0670	39
NaN	NaN2058	19
NaN	NaN2012	48
NaN	NaN0002	10
NaN	NaN0723	27
NaN	NaN2345	55
NaN	NAN342	37
NaN	NaN0016	29
NaN	NaN2006	40
NaN	NaN0538	9
NaN	NaN1355	45
NaN	NaN0779	12
NaN	NaN240	20
NaN	NaN2166	33
NaN	NaN0770	50
NaN	NaN194	23
NaN	NaN295	26
NaN	NaN1343	51
NaN	NaN1812	15
NaN	NaN1319	27
NaN	NaN0699	58
NaN	NaN2106	54
NaN	NaN1197	42
NaN	NaN1858	74
NaN	NaN1310	32
NaN	NaN246	34
NaN	NaN0690	43
NaN	NaN1279	103
NaN	NaN1783	59
NaN	NaN2066	41
NaN	NaN321	17
NaN	NaN1223	58
NaN	NaN1621	22
NaN	NaN2314	42
NaN	NaN86	8
NaN	NaN0566	57
NaN	NaN0716	15
NaN	NaN1797	53
NaN	NaN0912	46
NaN	NaN1648	47
NaN	NaN1574	51
NaN	NaN253	19
NaN	NaN0602	97
NaN	NaN1994	10
NaN	NaN123	72
NaN	NaN2138	23
NaN	NaN2085	26
NaN	NaN454	22
NaN	NaN425	25
NaN	NaN56	36
NaN	NaN1376	40
NaN	NaN2038	74
NaN	NaN1216	17
NaN	NaN0681	29
NaN	NaN1083	8
NaN	NaN1476	41
NaN	NaN2034	3
NaN	NaN1701	47
NaN	NaN289	37
NaN	NaN1257	16
NaN	NaN1547	68
NaN	NaN0805	56
NaN	NaN2247	57
NaN	NaN0926	49
NaN	NaN2134	23
NaN	NaN117	43
NaN	NaN1998	19
NaN	NaN0865	57
NaN	NaN1222	67
NaN	NaN0757	48
NaN	NaN1578	31
NaN	NaN1840	43
NaN	NaN1739	29
NaN	NaN1644	34
NaN	NaN1782	25
NaN	NaN533	27
NaN	NaN1761	17
NaN	NaN1849	4
NaN	NaN1730	34
NaN	NaN0954	18
NaN	NaN382	30
NaN	NaN63	27
NaN	NaN1511	53
NaN	NaN1813	44
NaN	NaN2318	7
NaN	NaN177	3
NaN	NaN0886	10
NaN	NaN1001	7
NaN	NaN0940	51
NaN	NaN1419	46
NaN	NaN1139	8
NaN	NaN1182	37
NaN	NaN1659	32
NaN	NaN0603	69
NaN	NaN1443	15
NaN	NaN0637	47
NaN	NaN1854	50
NaN	NaN1650	20
NaN	NaN0022	24
NaN	NaN1161	31
NaN	NaN0913	7
NaN	NaN419	34
NaN	NaN0949	55
NaN	NaN236	25
NaN	NaN1410	17
NaN	NaN1082	49
NaN	NaN1039	2
NaN	NaN169	9
NaN	NaN230	69
NaN	NaN1455	53
NaN	NaN1615	98
NaN	NaN0663	25
NaN	NAN355	26
NaN	NaN1826	64
NaN	NaN106	89
NaN	NaN1924	18
NaN	NaN0542	40
NaN	NaN1691	36
NaN	NaN1508	42
NaN	NaN1287	52
NaN	NaN2301	49
NaN	NaN2208	62
NaN	NaN1727	21
NaN	NaN0875	32
NaN	NaN116	27
NaN	NaN1718	46
NaN	NaN1956	59
NaN	NaN1568	30
NaN	NaN1752	53
NaN	NaN2330	40
NaN	NaN1771	46
NaN	NaN2339	37
NaN	NaN1406	28
NaN	NaN1118	37
NaN	NaN0856	40
NaN	NaN1595	27
NaN	NaN45	78
NaN	NaN2142	77
NaN	NaN221	19
NaN	NaN1152	23
NaN	NaN1689	43
NaN	NaN1975	4
NaN	NaN1632	36
NaN	NaN1438	31
NaN	NaN2295	35
NaN	NaN1171	42
NaN	NAN349	28
NaN	NaN1027	51
NaN	NaN1884	44
NaN	NaN0793	27
NaN	NaN1334	62
NaN	NaN1485	29
NaN	NaN1536	31
NaN	NaN395	22
NaN	NaN0620	44
NaN	NaN1018	33
NaN	NaN2042	41
NaN	NaN0673	20
NaN	NAN358	24
NaN	NaN170	25
NaN	NaN1127	25
NaN	NaN0629	53
NaN	NaN1835	24
NaN	NaN0543	62
NaN	NaN0841	75
NaN	NaN1385	56
NaN	NaN1209	26
NaN	NaN0769	34
NaN	NaN412	54
NaN	NaN0731	8
NaN	NaN2176	35
NaN	NaN0760	3
NaN	NaN1200	31
NaN	NaN298	32
NaN	NaN0828	47
NaN	NaN330	41
NaN	NaN1745	17
NaN	NaN0817	38
NaN	NaN1896	51
NaN	NaN0555	16
NaN	NaN1338	43
NaN	NaN402	41
NaN	NaN1260	57
NaN	NaN1888	51
NaN	NaN1231	43
NaN	NaN1434	41
NaN	NaN0709	87
NaN	NaN1269	21
NaN	NaN162	27
NaN	NaN247	18
NaN	NaN1753	60
NaN	NaN2076	66
NaN	NaN1114	40
NaN	NaN0576	40
NaN	NaN0988	32
NaN	NaN282	31
NaN	NaN1917	64
NaN	NaN92	32
NaN	NaN0996	84
NaN	NaN0792	49
NaN	NaN2110	31
NaN	NaN1153	36
NaN	NaN1633	16
NaN	NaN1306	49
NaN	NaN1607	28
NaN	NaN2119	42
NaN	NaN1714	53
NaN	NaN2264	22
NaN	NaN2055	50
NaN	NaN2143	36
NaN	NaN428	37
NaN	NaN1941	21
NaN	NaN2204	41
NaN	NaN2010	56
NaN	NaN1366	11
NaN	NaN1667	29
NaN	NaN0672	33
NaN	NaN0935	22
NaN	NaN389	2
NaN	NaN1928	30
NaN	NaN1292	32
NaN	NaN0651	42
NaN	NaN2155	87
NaN	NaN1053	19
NaN	NaN1145	30
NaN	NaN2019	32
NaN	NaN0009	19
NaN	NaN0596	21
NaN	NaN1855	50
NaN	NaN1517	19
NaN	NaN1767	40
NaN	NaN0588	23
NaN	NaN0976	16
NaN	NaN0751	23
NaN	NaN1426	70
NaN	NaN1964	61
NaN	NaN102	15
NaN	NaN2241	33
NaN	NaN1358	71
NaN	NaN1819	48
NaN	NaN1904	20
NaN	NaN0692	33
NaN	NaN387	45
NaN	NaN1312	33
NaN	NaN1541	78
NaN	NaN1843	59
NaN	NaN1251	52
NaN	NaN1454	34
NaN	NaN1733	50
NaN	NaN112	37
NaN	NaN1707	30
NaN	NaN1272	46
NaN	NaN1810	26
NaN	NaN1528	54
NaN	NaN2321	19
NaN	NaN1614	49
NaN	NaN0943	28
NaN	NaN0804	43
NaN	NaN0919	39
NaN	NaN1440	30
NaN	NaN0600	72
NaN	NaN1133	38
NaN	NaN172	18
NaN	NaN2196	36
NaN	NaN1653	38
NaN	NaN0910	37
NaN	NaN258	43
NaN	NaN1449	24
NaN	NaN0609	40
NaN	NaN128	39
NaN	NaN2035	55
NaN	NaN1413	57
NaN	NaN2188	27
NaN	NaN1876	37
NaN	NaN0669	15
NaN	NaN1167	40
NaN	NaN0955	52
NaN	NaN0660	24
NaN	NaN249	44
NaN	NaN2088	47
NaN	NaN2135	62
NaN	NaN1645	28
NaN	NaN2096	15
NaN	NaN0720	18
NaN	NaN1575	27
NaN	NaN191	19
NaN	NaN2275	29
NaN	NaN49	39
NaN	NaN2084	44
NaN	NaN1995	46
NaN	NaN0868	11
NaN	NaN400	13
NaN	NaN0773	48
NaN	NaN2315	30
NaN	NaN0729	45
NaN	NaN416	4
NaN	NaN160	18
NaN	NaN1340	10
NaN	NaN410	5
NaN	NaN324	30
NaN	NaN1936	29
NaN	NaN1732	48
NaN	NaN1789	19
NaN	NaN1273	54
NaN	NaN0693	48
NaN	NaN68	106
NaN	NaN0808	39
NaN	NaN1313	31
NaN	NaN1780	33
NaN	NaN1842	20
NaN	NaN1349	34
NaN	NaN1618	36
NaN	NaN0836	20
NaN	NaN514	40
NaN	NaN1524	8
NaN	NaN1412	35
NaN	NaN1132	14
NaN	NaN1652	16
NaN	NaN0020	67
NaN	NaN1458	26
NaN	NaN0687	42
NaN	NaN286	25
NaN	NaN1180	19
NaN	NaN1671	50
NaN	NaN0746	101
NaN	NaN1908	54
NaN	NaN0942	28
NaN	NaN1968	33
NaN	NaN1556	25
NaN	NaN0895	51
NaN	NaN393	38
NaN	NaN1246	36
NaN	NaN280	16
NaN	NaN451	75
NaN	NaN1791	29
NaN	NaN0584	19
NaN	NaN1326	35
NaN	NaN1080	24
NaN	NaN2090	26
NaN	NaN2221	27
NaN	NaN1879	27
NaN	NaN381	33
NaN	NaN0666	61
NaN	NaN1372	40
NaN	NaN1521	21
NaN	NaN1823	21
NaN	NaN2328	39
NaN	NaN2248	36
NaN	NaN1351	20
NaN	NaN114	49
NaN	NaN1212	11
NaN	NaN215	25
NaN	NaN263	28
NaN	NaN1870	40
NaN	NaN1548	66
NaN	NaN1258	58
NaN	NaN2341	27
NaN	NaN1674	46
NaN	NaN0758	10
NaN	NaN24	54
NaN	NaN1577	11
NaN	NaN0562	40
NaN	NaN2277	55
NaN	NaN0712	24
NaN	NaN2190	27
NaN	NaN1997	52
NaN	NaN0916	19
NaN	NaN205	3
NaN	NaN2199	24
NaN	NaN2317	10
NaN	NaN0606	43
NaN	NaN1446	27
NaN	NaN1794	33
NaN	NaN104	45
NaN	NaN0897	38
NaN	NaN2081	51
NaN	NaN0638	41
NaN	NaN1816	11
NaN	NaN2102	25
NaN	NaN1983	41
NaN	NaN2062	67
NaN	NaN138	27
NaN	NaN0012	17
NaN	NaN2002	25
NaN	NaN0923	35
NaN	NaN0599	43
NaN	NaN183	19
NaN	NaN0979	43
NaN	NaN0685	47
NaN	NaN1420	17
NaN	NaN2181	25
NaN	NaN1094	25
NaN	NaN2162	32
NaN	NaN0970	24
NaN	NaN1473	54
NaN	NaN275	61
NaN	NaN0590	52
NaN	NaN1320	31
NaN	NaN0801	51
NaN	NaN378	10
NaN	NaN1249	8
NaN	NaN322	29
NaN	NaN1213	57
NaN	NaN1098	30
NaN	NaN1373	22
NaN	NaN1705	45
NaN	NaN1822	29
NaN	NaN1329	21
NaN	NaN1240	33
NaN	NaN1550	29
NaN	NaN0839	21
NaN	NaN0882	6
NaN	NaN0740	36
NaN	NaN229	22
NaN	NaN1857	33
NaN	NaN1198	39
NaN	NaN1515	20
NaN	NaN197	7
NaN	NaN2215	59
NaN	NaN1765	30
NaN	NaN159	21
NaN	NaN0713	9
NaN	NAN341	37
NaN	NaN0830	29
NaN	NaN0749	13
NaN	NaN0634	32
NaN	NaN0563	77
NaN	NaN1798	22
NaN	NaN2063	33
NaN	NaN1226	11
NaN	NaN1939	43
NaN	NaN1982	29
NaN	NaN0957	67
NaN	NaN23	59
NaN	NaN1786	38
NaN	NaN457	17
NaN	NaN1930	48
NaN	NaN2103	60
NaN	NaN1961	23
NaN	NaN2137	33
NaN	NaN1005	2
NaN	NaN1346	45
NaN	NaN1647	42
NaN	NaN0754	37
NaN	NaN1678	20
NaN	NaN1544	34
NaN	NaN1472	44
NaN	NaN1901	40
NaN	NaN2163	39
NaN	NaN78	63
NaN	NaN2324	34
NaN	NaN1611	46
NaN	NaN0726	65
NaN	NaN1451	6
NaN	NaN2037	6
NaN	NaN2003	68
NaN	NaN0013	2
NaN	NaN0922	11
NaN	NaN0815	39
NaN	NaN0557	19
NaN	NaN1778	42
NaN	NaN1539	10
NaN	NaN1582	40
NaN	NaN2282	61
NaN	NaN2239	20
NaN	NaN0034	52
NaN	NaN2230	33
NaN	NaN1711	35
NaN	NaN2261	57
NaN	NaN1863	32
NaN	NaN1561	12
NaN	NaN0626	45
NaN	NaN1530	31
NaN	NaN1492	5
NaN	NaN1698	34
NaN	NaN1501	37
NaN	NaN1837	22
NaN	NaN1803	55
NaN	NaN2308	11
NaN	NaN1686	44
NaN	NaN1944	24
NaN	NaN448	24
NaN	NaN0850	59
NaN	NaN0654	97
NaN	NaN0844	16
NaN	NaN0640	36
NaN	NaN1959	25
NaN	NaN1665	7
NaN	NaN0937	42
NaN	NaN0903	25
NaN	NaN2022	69
NaN	NaN1950	71
NaN	NaN0613	63
NaN	NaN2157	25
NaN	NaN1393	29
NaN	NaN2336	24
NaN	NaN1011	16
NaN	NaN1147	16
NaN	NaN0649	20
NaN	NaN1409	38
NaN	NaN0734	59
NaN	NaN1178	16
NaN	NaN1234	32
NaN	NaN1469	15
NaN	NaN199	8
NaN	NaN2122	54
NaN	NaN368	20
NaN	NaN227	52
NaN	NaN157	66
NaN	NaN1915	9
NaN	NaN0963	46
NaN	NaN1047	47
NaN	NaN1605	31
NaN	NaN1460	54
NaN	NaN231	17
NaN	NaN1431	15
NaN	NaN2057	54
NaN	NaN1862	12
NaN	NaN404	35
NaN	NaN1369	51
NaN	NaN2283	61
NaN	NaN1331	31
NaN	NaN241	25
NaN	NaN164	7
NaN	NaN1360	72
NaN	NaN265	31
NaN	NaN326	39
NaN	NaN1881	52
NaN	NaN1238	34
NaN	NaN1583	30
NaN	NaN0006	66
NaN	NaN2016	80
NaN	NaN0738	70
NaN	NaN0579	17
NaN	NaN320	25
NaN	NaN414	29
NaN	NaN1309	41
NaN	NaN2116	21
NaN	NaN1285	14
NaN	NaN1493	34
NaN	NaN0848	37
NaN	NaN0570	50
NaN	NaN1725	12
NaN	NaN1802	38
NaN	NaN89	31
NaN	NaN1921	53
NaN	NaN1487	3
NaN	NaN2070	51
NaN	NaN0658	106
NaN	NaN0612	43
NaN	NaN1392	46
NaN	NaN0706	52
NaN	NaN1266	55
NaN	NaN1948	49
NaN	NaN0902	38
NaN	NaN2023	36
NaN	NaN2304	48
NaN	NaN1694	39
NaN	NaN2079	19
NaN	NaN1597	13
NaN	NaN284	20
NaN	NaN0962	47
NaN	NaN1977	47
NaN	NaN2297	53
NaN	NaN0038	39
NaN	NaN1206	21
NaN	NaN0766	44
NaN	NaN1025	43
NaN	NaN0981	41
NaN	NaN1774	30
NaN	NaN273	38
EMS	EMS039	1
EMS	EMS011	27
EMS	EMS023	3
EMS	EMS041	24
EMS	EMS037	9
EMS	EMS009	2
EMS	EMS036	7
EMS	EMS013	4
EMS	EMS043	7
EMS	EMS021	5
EMS	EMS007	11
EMS	EMS027	15
EMS	EMS016	16
EMS	EMS001	5
EMS	EMS033	1
EMS	EMS046	18
EMS	EMS029	28
EMS	EMS047	7
EMS	EMS019	2
EMS	EMS031	58
EMS	EMS003	6
EMS	EMS026	6
EMS	EMS049	55
EMS	EMS017	3
EMS	EMS014	30
EMS	EMS012	39
EMS	EMS005	2
EMS	EMS100	5
EMS	EMS008	3
EMS	EMS044	30
EMS	EMS042	5
EMS	EMS035	11
EMS	EMS022	7
EMS	EMS024	23
EMS	EMS002	12
EMS	EMS004	2
EMS	EMS015	25
EMS	EMS048	2
EMS	EMS018	13
EMS	EMS020	7
EMS	EMS032	9
EMS	EMS034	4
EMS	EMS010	8
EMS	EMS028	26
EMS	EMS025	5
EMS	EMS040	2
FN	FNR0021	6
FN	FNR0015	3
FN	FNR0001	1
FN	FNR0049	5
FN	FNR0010	1
FN	FNR0026	1
FN	FNR0030	2
FN	FNR0052	2
FN	FNR1635	1
FN	FNR1637	3
FN	FNR0003	2
FN	FNR0023	2
FN	FNR0022	1
FN	FNR0012	2
FN	FNR0029	1
FN	FNR0008	1
FN	FNR1636	1
FN	FNR0028	1
FN	FNR0020	2
FN	FNR0005	1
FN	FNR0016	1
FN	FNR0025	4
FN	F0066	3
FN	FNR0011	1
FN	T-26380F	8
FN	FNR0031	2
FN	FNR0027	5
